SOURCENAME	OBSID		FUND_AMP		FUND_FREQ 	FUND_FWHM	HARM_AMP		HARM_FREQ	HARM_FWHM	PHASE_MEAN	PHASE_ERROR FREQSTEP
xtej1817_B   92082-01-02-04   0.08241955086415871   5.01840364856   0.714952686569   0.028419650314757513   9.88384242081   1.34738711796   0.532262633987   0.0191321433026   0.125
xtej1859_B   40122-01-01-02   0.04161987427135999   5.95938199884   0.71888243875   0.024126080518506197   10.7544185907   5.52419457213   0.63374564421   0.0654936754448   0.125
xtej1859_B   40122-01-01-03   0.04887131981463129   5.9571858826   0.623230179455   0.0211394976922325   11.6109357733   2.47383975834   0.501120582172   0.0721494755587   0.125
xtej1859_B   40124-01-13-00   0.03451684636804634   6.06751763436   0.692465581883   0.02416060840082153   10.8747424599   5.96492787817   0.587093309216   0.0385004952418   0.125
xtej1859_B   40124-01-30-00   0.05795070262994334   5.19133935958   0.841438063186   0.02578632324278635   10.2104233666   2.05487397263   0.555353799545   0.00960664434843   0.125
xtej1859_B   40124-01-37-00   0.06589155799579893   4.65114324997   0.620565495723   0.032396025720272725   9.19978722344   1.56125643413   0.528157085751   0.010958103553   0.125
xtej1859_B   40124-01-37-01   0.06350005603785717   4.54295263965   0.56685431192   0.02784134711295148   8.94503344993   1.42194968042   0.516483652796   0.0602977431079   0.125
xtej1859_B   40124-01-40-01   0.03905780366205388   5.22897709103   1.12589806338   0.028577003925204653   10.3326818516   2.61419337792   -0.02019331035399996   0.0701489498443   0.125
gx339_B   90110-02-01-03   0.1212477551620228   4.05907485791   0.619187440555   0.036468042786262034   8.09941377577   0.997121492913   0.561896032921   0.0434320796156   0.0625
gx339_B   95409-01-17-05   0.09703976303770746   5.19042293697   0.715369079798   0.027802124346881542   10.1751216613   1.24897280467   0.597330455931   0.0192863213962   0.0625
