SOURCENAME	OBSID		FUND_AMP		FUND_FREQ 	FUND_FWHM	HARM_AMP		HARM_FREQ	HARM_FWHM	PHASE_MEAN	PHASE_ERROR FREQSTEP
grs1915   30703-01-41-00   0.20421662823298825   2.15819785667   0.306365649838   0.10011797296139446   4.23641175983   0.875878016021   0.169744344604   0.0166855970059   0.0625
grs1915   40403-01-08-00   0.18724498275991372   2.45094676753   0.352572588551   0.07467403703692523   4.78993329171   0.908934201802   0.246060206855   0.0154792581275   0.0625
grs1915   40403-01-09-00   0.21710644144145824   2.0232772607   0.361949797062   0.1187262929561605   3.91340510034   1.2143227392   0.2429369061   0.00740361605523   0.0625
grs1915   40403-01-11-00   0.11693879575716283   4.27646218284   0.709276511264   0.08683261413645532   7.71875   5.0   0.0   0.0787654985634   0.0625
grs1915   40703-01-01-00   0.20633545528489047   2.2563762132   0.363369459018   0.1043315348675618   4.39048394453   1.12664342293   0.171709754595   0.00832013973814   0.0625
grs1915   40703-01-02-00   0.15570543706434653   3.54643458295   0.791280613479   0.0978518488837971   6.79664765786   4.19122035844   0.0918067858826   0.00990918212467   0.0625
grs1915   40703-01-05-00   0.1321418351944072   4.16685752303   0.818516722672   0.08274960589611835   8.12514328745   5.0   0.0452285551805   0.00580783508427   0.0625
grs1915   40703-01-09-00   0.17319162462958942   2.76506765599   0.374255804268   0.07645493351110565   5.45086508041   1.05964188484   0.152101800007   0.0118025714831   0.0625
grs1915   50125-01-01-03   0.19174971041816916   2.99368630636   0.440691275312   0.13181075421043043   5.4625   3.1032851739   0.177258811678   0.0246930103569   0.0625
grs1915   50125-01-03-00   0.18809108587098464   3.20937266192   0.707477410086   0.1273170367616284   5.7836907548   3.73641348851   0.208632431642   0.0058519934293   0.0625
grs1915   50703-01-01-00   0.21537126908934276   2.32437845783   0.491412415026   0.11604298738015388   4.61622653477   1.48593076934   0.122565793471   0.0127597755646   0.0625
grs1915   50703-01-49-00   0.17635448076616106   2.58411134972   0.308217475902   0.09993338985615693   4.97586073139   1.37385175541   0.229375697131   0.00988496273204   0.0625
grs1915   50703-01-55-01   0.1943354945097425   2.82312354062   0.375824014874   0.08539418165955401   5.52953692421   1.11696530379   0.177286155596   0.0122958479318   0.0625
grs1915   50703-01-67-00   0.19902291127944985   2.17458220955   0.218097193465   0.0914825135500572   4.26070335063   0.676421168178   0.165646874949   0.0311884353399   0.0625
grs1915   60100-01-01-00   0.21202508728694655   2.21583408702   0.215125894846   0.20212931485697677   4.15625   2.96882763415   0.104492614107   0.0358294290845   0.0625
grs1915   60100-01-02-00   0.19928754241805202   2.95625   1.21080899928   0.14412982315028125   5.10625   5.0   0.187288635409   0.0235498735806   0.0625
grs1915   60405-01-03-00   0.19038363467511962   2.71867211369   0.333258843385   0.0831963567897696   5.42655158556   0.87303150171   0.162681255039   0.0272015212056   0.0625
grs1915   60701-01-16-00   0.09039908961011921   0.377523534695   0.0574546562479   0.06752500476194927   0.743599772027   0.127573412307   0.698003622993   0.0243314907669   0.0625
grs1915   60701-01-16-01   0.11170127441504012   0.396197272351   0.0590644760065   0.05558103542055951   0.773228069525   0.0945258232328   0.720310586471   0.0298120964846   0.0625
grs1915   60701-01-23-00   0.18734073244292465   2.05085894412   0.238093444578   0.09691933311624064   3.80000000042   2.69324128102   0.490551185441   0.0204183016081   0.0625
grs1915   60701-01-28-00   0.11861432076714017   0.464649724058   0.0566333505831   0.07707461160353664   0.91875   0.15515675273   0.659611914867   0.0310289536251   0.0625
grs1915   60701-01-33-00   0.14293397606572722   1.02082638778   0.0990549028438   0.05656891371968755   2.02384294917   0.199786818591   0.521623187895   0.0147318408339   0.0625
grs1915   70702-01-23-00   0.1725911019250513   3.42852292385   0.381207816132   0.10933736323241014   6.4125   3.64765869943   0.188028875738   0.0496206379686   0.0625
grs1915   70702-01-24-00   0.18017755954980305   2.56542143935   0.206907047264   0.06631165248602842   5.06846711583   0.379100751353   0.279554961531   0.0104009205083   0.0625
grs1915   70703-01-01-08   0.16773028098429646   2.55618306214   0.381560899647   0.09207631682250646   4.75   3.54604228901   0.388518892872   0.00608304366093   0.0625
grs1915   70703-01-01-14   0.17932152154160658   2.59347854719   0.47039373311   0.0824672025838046   4.75071679872   2.92000241963   0.381578838418   0.0109107287342   0.0625
grs1915   80127-02-03-00   0.18652300308403016   1.07924772789   0.188085967964   0.10990609324619893   2.04500892917   1.18954377822   0.592588795857   0.0125894952017   0.0625
grs1915   80701-01-08-00   0.10765676732776672   4.67042600819   0.903314358059   0.03595693109482557   10.486621847   0.0368294258916   0.129233988557   0.0236082778398   0.0625
grs1915   80701-01-26-00   0.1880065621366824   2.51559114181   0.238023520079   0.08955588651973058   5.00495900792   0.496814165593   0.209080704263   0.00880237931993   0.0625
grs1915   80701-01-32-00   0.21163243170093868   2.10659632968   0.223181914296   0.10600183805040742   4.20671240171   0.603061426431   0.184256332494   0.00893772846283   0.0625
grs1915   80701-01-51-00   0.19172709997007906   2.20951981981   0.202276159879   0.0893238820706186   4.411978116   0.458884079219   0.17405908383   0.0323838613067   0.0625
grs1915   80701-01-55-02   0.1995250170434022   2.59709915877   0.298008896532   0.0955684615727978   5.19007701378   0.854107234111   0.207082799015   0.0136796388862   0.0625
grs1915   80701-01-56-00   0.1741524244761193   2.55256627126   0.168005428123   0.07939853029784025   5.06484136938   0.455920745763   0.35948157032   0.0124055447055   0.0625
grs1915   80701-01-57-00   0.21278504064520426   2.04836169696   0.234044490266   0.12572236748340834   4.07426061419   0.686869236077   0.281304195826   0.0074446601674   0.0625
grs1915   90105-01-03-01   0.1019820714475942   4.92584101338   0.916899736173   0.05894179660381846   8.7875   5.0   0.259585335634   0.0221258479088   0.0625
grs1915   90701-01-19-00   0.20116258445168916   2.11241099941   0.186815338193   0.08764297852295876   4.16411170221   0.480869840191   0.261595119937   0.017570732696   0.0625
grs1915   91701-01-55-00   0.2304735110530878   1.98082978651   0.112678639907   0.1017913841108779   3.970442489   0.298720081738   0.196486790335   0.0467323523104   0.0625
grs1915   92702-01-09-00   0.15634235115134898   3.805278554   0.506180426214   0.07609929578976778   7.54412754849   1.45931738874   0.117361685993   0.0101474313059   0.0625
xtej1550   30188-06-01-01   0.2108685903903544   0.39414327718   0.0559497580619   0.09492852935604523   0.781030690486   0.107586455872   0.331519068883   0.034320523864   0.0625
xtej1550   30188-06-01-02   0.21028502271511443   0.80844347276   0.10843687104   0.08628222176578072   1.62092417175   0.198886574777   0.269563556138   0.0637430432477   0.0625
xtej1550   30188-06-01-03   0.21178577812044885   1.03230386019   0.116810176432   0.08613098152356347   2.0711716063   0.215410469117   0.254313183578   0.0209682170806   0.0625
xtej1550   30188-06-04-00   0.2018090156661194   1.5359181193   0.143052155537   0.07774675151722453   3.05684947512   0.3301228364   0.28132016865   0.0156709301686   0.0625
xtej1550   30188-06-05-00   0.18793597919260144   2.37110477335   0.178548548903   0.07028480520390801   4.74088902425   0.385127738853   0.20855646682   0.0264920059184   0.0625
xtej1550   30188-06-06-00   0.18391959253372395   3.30326682325   0.271421117011   0.06601135517670964   6.58205597625   0.579781193164   0.203790168722   0.00882661613349   0.0625
xtej1550   30188-06-07-00   0.18934769796168532   3.17051611141   0.268841122175   0.07474968898174082   6.30282481488   0.663317085475   0.195628727288   0.0201759495763   0.0625
xtej1550   30188-06-08-00   0.18977699298345146   3.14664461225   0.234653295018   0.07184444630720518   6.25654246705   0.493411905605   0.175629007373   0.0271368335162   0.0625
xtej1550   30188-06-09-00   0.18529671145105545   3.63291047305   0.293758771852   0.06592723972056798   7.23466845147   0.660737066493   0.190542359289   0.0114759599426   0.0625
xtej1550   30188-06-10-00   0.18906878613030195   2.5666842621   0.158482845152   0.07422272097038878   5.11418796084   0.27991857315   0.262458570952   0.0359359936095   0.0625
xtej1550   30188-06-11-00   0.1743240010256115   3.9760552198   0.281357200923   0.05500387495778826   7.9172278708   0.590922382185   0.104340303667   0.0348867799245   0.0625
xtej1550   30191-01-01-00   0.1360816428524855   5.678727923   0.799538759244   0.05585011833986337   10.7365267676   4.78381211274   0.191303566217   0.0210977404515   0.0625
xtej1550   30191-01-03-00   0.08471339173655108   7.10493837472   1.3321549271   0.01648223798445754   13.7812499986   5.0   0.071755666196   0.0177812978272   0.0625
xtej1550   30191-01-05-00   0.03685432714107258   9.77396352146   0.901920855325   0.012276739154421651   19.95   2.81984413596   0.0   0.0546053900595   0.0625
xtej1550   30191-01-08-00   0.14304952094476805   5.34318752478   0.577373811187   0.0702682175519971   9.86105733793   4.99999440073   0.105068131728   0.0177393707894   0.0625
xtej1550   30191-01-11-00   0.20158659648076022   2.82841678208   0.338641969549   0.1676353422469598   5.225   3.91052547721   0.23013049967   0.0106991638831   0.0625
xtej1550   30191-01-12-00   0.19049308594334285   2.69569741974   0.283821223823   0.07710365992162958   5.36906192263   0.673216585277   0.201279292679   0.0121732198793   0.0625
xtej1550   30191-01-13-00   0.2036530639514097   2.62017819123   0.323259408538   0.0892482427799918   5.21065929372   0.837811402551   0.217257763559   0.0166125815904   0.0625
xtej1550   30191-01-14-00   0.19125197816748937   2.65829783538   0.264619271842   0.06824992761131006   5.29367750649   0.548023462555   0.217157838313   0.0171731624257   0.0625
xtej1550   30191-01-16-00   0.2225003578276768   3.00732310192   0.60359487398   0.14884113274882133   5.81259382495   3.19794588869   0.175975753945   0.00548677897247   0.0625
xtej1550   30191-01-16-01   0.19524404432668682   2.85849504401   0.308435292747   0.07621714585277112   5.67010597296   0.681725928517   0.155562375426   0.0172787885009   0.0625
xtej1550   30191-01-17-00   0.18865453847239275   3.46947393708   0.457651948055   0.05122848780753047   6.90663990689   0.00762780997941   0.100674955917   0.020645675992   0.0625
xtej1550   30191-01-18-00   0.19923297946845892   3.40528729052   0.430952322817   0.15280483043026707   6.29375   4.34860932866   0.122013115977   0.0150052005   0.0625
xtej1550   30191-01-18-01   0.17713165183444865   3.3355817577   0.245571881874   0.05834185294631376   6.66984883146   0.502442509399   0.173674886532   0.0181198062931   0.0625
xtej1550   30191-01-27-00   0.1613690055779918   5.33799247939   1.15677654903   0.07828936836540612   10.3886791592   4.68636425204   0.0727470060297   0.00981767252895   0.0625
xtej1550   30191-01-27-01   0.15819316047287582   4.46301406327   0.340341973782   0.0544523949644131   8.88591245368   0.963021207243   0.0680749929891   0.0357003094134   0.0625
xtej1550   30191-01-28-00   0.18523574682336671   4.18137468379   0.44266393673   0.13879418904960147   7.8375000003   4.99980102457   0.123176105156   0.0216578501052   0.0625
xtej1550   30191-01-28-01   0.17071764724977145   4.69989114183   0.502039203094   0.11506700849666694   8.66875   5.0   0.093434878834   0.0139097240826   0.0625
xtej1550   30191-01-28-02   0.15847072005140136   4.94752693489   0.523851234641   0.09010452037639569   9.38125   4.8261707093   0.0717756138687   0.0264250545594   0.0625
xtej1550   30191-01-29-00   0.16284209375311312   4.8331974501   0.508725863672   0.11253224789619407   8.7875   5.0   0.0837541429339   0.0331884284397   0.0625
xtej1550   30191-01-29-01   0.1632286164631243   4.94423138361   0.608702755553   0.10736987714033507   9.14980433771   5.0   0.0229660257774   0.0317079902691   0.0625
xtej1550   30191-01-30-00   0.10877829411619211   6.4562845067   0.672343579039   0.06540048691376282   12.1125   5.0   0.0302574417229   0.0252912919296   0.0625
xtej1550   30191-01-31-00   0.09946932464015815   6.78217898919   1.17566609483   0.04282957091745141   12.7382484423   5.0   0.104052655007   0.0271096605406   0.0625
xtej1550   30191-01-31-01   0.09992431460934235   6.72584655884   0.81641089986   0.06041406869427092   12.5875   5.0   0.0397080971091   0.0230114163611   0.0625
xtej1550   30191-01-33-00   0.05789436825612346   5.33589554929   0.850792442   0.026124586253708112   10.4835194016   1.81911236863   0.548135049852   0.0036092360806   0.0625
xtej1550   40401-01-57-00   0.11358277949427527   6.71663543993   2.07138862352   0.04588857274845455   12.9173318413   4.00143141261   0.00609951804983   0.0107932671607   0.0625
xtej1550   50134-01-04-00   0.07189693176647664   6.94414186006   0.658442243266   0.04543918116888173   14.1749999788   2.15387834184   0.0   0.0584855879747   0.0625
xtej1550   50134-01-05-00   0.13830957021723395   4.48106329979   0.645721217471   0.06671007437314995   8.925   2.9401859229   0.151910052638   0.0290684877083   0.0625
xtej1550   50134-02-01-00   0.22299553412765735   1.25997115681   0.136043961725   0.05646940781360235   2.58087790213   0.237792067815   0.297836871917   0.0498579518222   0.0625
xtej1550   50135-01-03-00   0.15417048630796984   1.11150007438   0.263243593811   0.09897556597073236   2.1375   1.6571066504   0.265229105484   0.0503332772745   0.0625
xtej1550   50137-02-02-00   0.3079601399844916   0.251768731483   0.275207111742   0.2522649230951548   0.518810101484   2.35238004031   0.282610162118   0.0218254327032   0.0625
xtej1550   50137-02-05-00   0.20141447724693406   0.275   0.0756957955647   0.23977003162636307   0.525   0.828621223993   0.256179701706   0.038757415408   0.0625
xtej1550   50137-02-05-01   0.16689443743094196   0.315865473642   0.055760723986   0.16549750709340563   0.65625   0.688592255889   0.36606538513   0.0183637957652   0.0625
xtej1550   50137-02-06-00   0.1998521142121536   0.315531282252   0.0685215954499   0.08075750570841302   0.652106155332   0.077821261606   0.298070874983   0.031616564752   0.0625
xtej1752   94331-01-06-00   0.10881285052862853   2.24040684086   0.698860773078   0.15246577675159623   4.3365805727   5.14915421559   -0.034514179913999965   0.0435560353169   0.125
h1743   80138-01-06-00   0.17218186265313803   3.1889031103   0.404317699867   0.11216331640329001   5.78125010442   3.92109499732   0.215298766675   0.00945536991791   0.125
h1743   80138-01-07-00   0.07723266938503479   7.17926953123   1.29633888249   0.018170394293467514   13.7138674858   0.00243867328681   0.0775601496573   0.0375001904385   0.125
h1743   80146-01-01-00   0.05319413925797337   8.53871829471   0.675639003149   0.012175878336043498   18.2749999971   5.0   0.0560948092851   0.0336258422108   0.125
h1743   80146-01-02-00   0.11107496429300036   5.57248062433   0.7821059581   0.038613995762019425   9.94375000004   5.0   0.181795295653   0.0239495441827   0.125
h1743   80146-01-03-00   0.13781262540628586   4.70308927645   0.582907678096   0.06489429173439655   8.57507721483   4.99594285731   0.178098402854   0.0259886640835   0.125
h1743   80146-01-29-00   0.11709063422363908   5.54646213795   0.826640851509   0.04996123845041874   9.94375033427   4.99999952283   0.161829326142   0.0247606017388   0.125
h1743   80146-01-30-00   0.14907418231656655   4.37760525985   0.593514591935   0.05150032651343615   8.66080568036   1.9010507426   0.18068742962   0.023155822219   0.125
h1743   80146-01-33-00   0.09956693097124654   6.16268536381   0.858290955888   0.026952976347945072   11.1   5.0   0.096428962913   0.0141319457065   0.125
h1743   80146-01-34-00   0.17296075782778886   2.77647794327   0.363008180044   0.13582190450874657   5.08750093816   3.51858270863   0.226451207923   0.011876592631   0.125
h1743   80146-01-35-00   0.1655887810851268   2.26495042234   0.261247750018   0.10565637221897106   4.16250001403   1.99931138181   0.255576181091   0.0179501007713   0.125
